,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,CustomerHash
366,10419,34,90.17,14,3065.78,2005-05-17,Shipped,2,5,2005,Classic Cars,79,S12_3990,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium,f2b0b9a792ab
367,10104,41,100.0,9,4100.0,2003-01-31,Shipped,1,1,2003,Trucks and Buses,118,S12_4473,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,eaac345d6fb5
368,10115,46,100.0,5,4600.0,2003-04-04,Shipped,2,4,2003,Trucks and Buses,118,S12_4473,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,,Hernandez,Maria,Medium,a13cb167310a
369,10127,24,100.0,11,2400.0,2003-06-03,Shipped,2,6,2003,Trucks and Buses,118,S12_4473,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Small,064f539b2b23
370,10141,21,100.0,5,2100.0,2003-08-01,Shipped,3,8,2003,Trucks and Buses,118,S12_4473,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,7302dec74b6d
371,10151,24,100.0,3,2400.0,2003-09-21,Shipped,3,9,2003,Trucks and Buses,118,S12_4473,981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium,981d0e915541
372,10165,48,100.0,12,4800.0,2003-10-22,Shipped,4,10,2003,Trucks and Buses,118,S12_4473,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,11447ffb08a2
373,10175,26,100.0,1,2600.0,2003-11-06,Shipped,4,11,2003,Trucks and Buses,118,S12_4473,(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium,0e25a1d2bddc
374,10184,37,100.0,6,3700.0,2003-11-14,Shipped,4,11,2003,Trucks and Buses,118,S12_4473,(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Medium,00da76c92ddb
375,10195,49,100.0,6,4900.0,2003-11-25,Shipped,4,11,2003,Trucks and Buses,118,S12_4473,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,,Frick,Steve,Medium,b10358b6f6ad
376,10207,34,99.54,7,3384.36,2003-12-09,Shipped,4,12,2003,Trucks and Buses,118,S12_4473,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,,Franco,Valarie,Medium,2b0c739a1c06
377,10219,48,100.0,2,4800.0,2004-02-10,Shipped,1,2,2004,Trucks and Buses,118,S12_4473,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,,Taylor,Sue,Medium,6061470bddd8
378,10229,36,100.0,1,3600.0,2004-03-11,Shipped,1,3,2004,Trucks and Buses,118,S12_4473,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,82d8fc9ff379
379,10246,46,100.0,5,4600.0,2004-05-05,Shipped,2,5,2004,Trucks and Buses,118,S12_4473,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,eaac345d6fb5
380,10259,46,100.0,4,4600.0,2004-06-15,Shipped,2,6,2004,Trucks and Buses,118,S12_4473,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium,ec6f183184ce
381,10271,31,97.17,5,3012.27,2004-07-20,Shipped,3,7,2004,Trucks and Buses,118,S12_4473,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,82d8fc9ff379
382,10281,41,100.0,1,4100.0,2004-08-19,Shipped,3,8,2004,Trucks and Buses,118,S12_4473,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung,Medium,212f84b84848
383,10292,21,100.0,8,2100.0,2004-09-08,Shipped,3,9,2004,Trucks and Buses,118,S12_4473,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,Small,e3d43de75cc6
384,10305,38,100.0,5,3800.0,2004-10-13,Shipped,4,10,2004,Trucks and Buses,118,S12_4473,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,,Hernandez,Marta,Medium,72034aaa222b
385,10314,45,100.0,14,4500.0,2004-10-22,Shipped,4,10,2004,Trucks and Buses,118,S12_4473,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium,0a0962f3ed78
386,10324,26,58.38,7,1517.88,2004-11-05,Shipped,4,11,2004,Trucks and Buses,118,S12_4473,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,,Frick,Michael,Small,3bcaa70b06b7
387,10336,38,100.0,3,3800.0,2004-11-20,Shipped,4,11,2004,Trucks and Buses,118,S12_4473,(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Medium,b50df0e48f6c
388,10349,48,100.0,9,4800.0,2004-12-01,Shipped,4,12,2004,Trucks and Buses,118,S12_4473,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Medium,064f539b2b23
389,10358,42,64.16,9,2694.72,2004-12-10,Shipped,4,12,2004,Trucks and Buses,118,S12_4473,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,eaac345d6fb5
390,10371,49,35.71,4,1749.79,2005-01-23,Shipped,1,1,2005,Trucks and Buses,118,S12_4473,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small,82d8fc9ff379
391,10382,32,66.58,13,2130.56,2005-02-17,Shipped,1,2,2005,Trucks and Buses,118,S12_4473,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small,82d8fc9ff379
392,10412,54,100.0,5,5400.0,2005-05-03,Shipped,2,5,2005,Trucks and Buses,118,S12_4473,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,eaac345d6fb5
393,10425,33,100.0,4,3300.0,2005-05-31,In Process,2,5,2005,Trucks and Buses,118,S12_4473,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,320b47bf09e6
394,10108,36,100.0,3,3600.0,2003-03-03,Shipped,1,3,2003,Classic Cars,115,S12_4675,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,1194106f9647
395,10122,20,100.0,7,2000.0,2003-05-08,Shipped,2,5,2003,Classic Cars,115,S12_4675,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small,cd5d7afa353e
396,10135,29,97.89,4,2838.81,2003-07-02,Shipped,3,7,2003,Classic Cars,115,S12_4675,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small,82d8fc9ff379
397,10147,33,97.89,4,3230.37,2003-09-05,Shipped,3,9,2003,Classic Cars,115,S12_4675,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen,Medium,3e77f87d80b8
398,10160,50,100.0,5,5000.0,2003-10-11,Shipped,4,10,2003,Classic Cars,115,S12_4675,2155554369,6047 Douglas Av.,,Los Angeles,CA,,USA,,Chandler,Michael,Medium,73be75a7a6d1
399,10170,41,100.0,3,4100.0,2003-11-04,Shipped,4,11,2003,Classic Cars,115,S12_4675,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland,Medium,7b7edd4826f2
400,10181,36,100.0,11,3600.0,2003-11-12,Shipped,4,11,2003,Classic Cars,115,S12_4675,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,c726fb8f224e
401,10192,27,100.0,16,2700.0,2003-11-20,Shipped,4,11,2003,Classic Cars,115,S12_4675,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,Medium,9ca6ba7fedb8
402,10203,47,100.0,5,4700.0,2003-12-02,Shipped,4,12,2003,Classic Cars,115,S12_4675,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,eaac345d6fb5
403,10212,33,100.0,15,3300.0,2004-01-16,Shipped,1,1,2004,Classic Cars,115,S12_4675,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,eaac345d6fb5
404,10225,21,100.0,6,2100.0,2004-02-22,Shipped,1,2,2004,Classic Cars,115,S12_4675,0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Small,d0699b41979b
405,10239,21,93.28,5,1958.88,2004-04-12,Shipped,2,4,2004,Classic Cars,115,S12_4675,981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Small,981d0e915541
406,10253,41,100.0,10,4100.0,2004-06-01,Cancelled,2,6,2004,Classic Cars,115,S12_4675,(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,fdd03fb3d341
407,10266,40,100.0,11,4000.0,2004-07-06,Shipped,3,7,2004,Classic Cars,115,S12_4675,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Medium,226fafcd3e73
408,10277,28,100.0,1,2800.0,2004-08-04,Shipped,3,8,2004,Classic Cars,115,S12_4675,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,11447ffb08a2
409,10287,23,100.0,9,2300.0,2004-08-30,Shipped,3,8,2004,Classic Cars,115,S12_4675,0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Small,d0699b41979b
410,10300,23,100.0,2,2300.0,2003-10-04,Shipped,4,10,2003,Classic Cars,115,S12_4675,+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Small,63a4c378efa4
411,10310,25,100.0,7,2500.0,2004-10-16,Shipped,4,10,2004,Classic Cars,115,S12_4675,0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Small,7bf40e60418e
412,10321,24,100.0,15,2400.0,2004-11-04,Shipped,4,11,2004,Classic Cars,115,S12_4675,5085552555,1785 First Street,,New Bedford,MA,50553,USA,,Benitez,Violeta,Small,3a34ce371180
413,10329,39,64.74,15,2524.8599999999997,2004-11-15,Shipped,4,11,2004,Classic Cars,115,S12_4675,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,Small,e3d43de75cc6
414,10341,55,75.2,7,4136.0,2004-11-24,Shipped,4,11,2004,Classic Cars,115,S12_4675,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium,f2b0b9a792ab
415,10363,46,88.45,6,4068.7000000000003,2005-01-06,Shipped,1,1,2005,Classic Cars,115,S12_4675,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium,7302dec74b6d
416,10377,50,100.0,1,5000.0,2005-02-09,Shipped,1,2,2005,Classic Cars,115,S12_4675,90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium,959e6812d3b0
417,10389,47,100.0,8,4700.0,2005-03-03,Shipped,1,3,2005,Classic Cars,115,S12_4675,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,61301e2bd297
418,10405,97,93.28,5,9048.16,2005-04-14,Shipped,2,4,2005,Classic Cars,115,S12_4675,88.60.1555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Large,ea8b4874955a
419,10419,32,100.0,10,3200.0,2005-05-17,Shipped,2,5,2005,Classic Cars,115,S12_4675,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium,f2b0b9a792ab
420,10103,35,100.0,10,3500.0,2003-01-29,Shipped,1,1,2003,Trucks and Buses,116,S18_1097,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,66441f4d88cb
421,10113,49,100.0,4,4900.0,2003-03-26,Shipped,1,3,2003,Trucks and Buses,116,S18_1097,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,82d8fc9ff379
422,10126,38,100.0,10,3800.0,2003-05-28,Shipped,2,5,2003,Trucks and Buses,116,S18_1097,(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart°n,Medium,902e2ff570a8
423,10140,32,100.0,10,3200.0,2003-07-24,Shipped,3,7,2003,Trucks and Buses,116,S18_1097,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri,Medium,0d70dc7f0339
424,10150,34,100.0,7,3400.0,2003-09-19,Shipped,3,9,2003,Trucks and Buses,116,S18_1097,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,11447ffb08a2
425,10164,36,99.17,8,3570.12,2003-10-21,Resolved,4,10,2003,Trucks and Buses,116,S18_1097,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland,Medium,7b7edd4826f2
426,10174,48,93.34,3,4480.32,2003-11-06,Shipped,4,11,2003,Trucks and Buses,116,S18_1097,61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium,c64ac43af796
427,10183,21,96.84,7,2033.64,2003-11-13,Shipped,4,11,2003,Trucks and Buses,116,S18_1097,2155554695,782 First Street,,Philadelphia,PA,71270,USA,,Cervantes,Francisca,Small,4cfc0088ffc5
428,10194,21,93.34,10,1960.14,2003-11-25,Shipped,4,11,2003,Trucks and Buses,116,S18_1097,78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Small,daa0e47b1cdd
429,10206,34,100.0,5,3400.0,2003-12-05,Shipped,4,12,2003,Trucks and Buses,116,S18_1097,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,,Tannamuri,Yoshi,Medium,78fca4f43ab3
430,10215,46,100.0,2,4600.0,2004-01-29,Shipped,1,1,2004,Trucks and Buses,116,S18_1097,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,,Thompson,Steve,Medium,6d69106a7943
431,10228,32,100.0,1,3200.0,2004-03-10,Shipped,1,3,2004,Trucks and Buses,116,S18_1097,6175555555,4658 Baden Av.,,Cambridge,MA,51247,USA,,Tseng,Kyung,Medium,3a3181508a5f
432,10245,29,100.0,8,2900.0,2004-05-04,Shipped,2,5,2004,Trucks and Buses,116,S18_1097,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,,Murphy,Leslie,Medium,4ccc2197ea37
433,10258,41,100.0,5,4100.0,2004-06-15,Shipped,2,6,2004,Trucks and Buses,116,S18_1097,+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium,70fd68cf1f45
434,10270,43,96.84,8,4164.12,2004-07-19,Shipped,3,7,2004,Trucks and Buses,116,S18_1097,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,e537ccda51bc
435,10280,24,100.0,1,2400.0,2004-08-17,Shipped,3,8,2004,Trucks and Buses,116,S18_1097,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small,90c6fe2bbe78
436,10291,41,100.0,10,4100.0,2004-09-08,Shipped,3,9,2004,Trucks and Buses,116,S18_1097,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,61301e2bd297
437,10304,46,98.0,5,4508.0,2004-10-11,Shipped,4,10,2004,Trucks and Buses,116,S18_1097,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Medium,dc0c6dbb3406
438,10312,32,100.0,2,3200.0,2004-10-21,Shipped,4,10,2004,Trucks and Buses,116,S18_1097,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,82d8fc9ff379
439,10322,22,100.0,10,2200.0,2004-11-04,Shipped,4,11,2004,Trucks and Buses,116,S18_1097,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,Small,9ca6ba7fedb8
440,10333,29,40.25,7,1167.25,2004-11-18,Shipped,4,11,2004,Trucks and Buses,116,S18_1097,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,,Murphy,Julie,Small,22893cb50b27
441,10347,42,49.6,5,2083.2000000000003,2004-11-29,Shipped,4,11,2004,Trucks and Buses,116,S18_1097,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,28c8fbc86931
442,10357,39,98.0,1,3822.0,2004-12-10,Shipped,4,12,2004,Trucks and Buses,116,S18_1097,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,82d8fc9ff379
443,10370,27,100.0,1,2700.0,2005-01-20,Shipped,1,1,2005,Trucks and Buses,116,S18_1097,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,013538910d8d
444,10381,48,98.0,2,4704.0,2005-02-17,Shipped,1,2,2005,Trucks and Buses,116,S18_1097,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,Medium,70b9841f5801
445,10391,29,85.1,10,2467.8999999999996,2005-03-09,Shipped,1,3,2005,Trucks and Buses,116,S18_1097,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,013538910d8d
446,10411,27,100.0,8,2700.0,2005-05-01,Shipped,2,5,2005,Trucks and Buses,116,S18_1097,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,,Fresnisre,Jean,Medium,369bc18683bb
447,10424,54,100.0,5,5400.0,2005-05-31,In Process,2,5,2005,Trucks and Buses,116,S18_1097,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Large,eaac345d6fb5
448,10109,26,100.0,4,2600.0,2003-03-10,Shipped,1,3,2003,Classic Cars,141,S18_1129,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,,Hernandez,Rosa,Medium,08ccfa59eda2
449,10122,34,100.0,2,3400.0,2003-05-08,Shipped,2,5,2003,Classic Cars,141,S18_1129,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Medium,cd5d7afa353e
450,10136,25,100.0,2,2500.0,2003-07-04,Shipped,3,7,2003,Classic Cars,141,S18_1129,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,Medium,050c74647814
451,10148,23,100.0,13,2300.0,2003-09-11,Shipped,3,9,2003,Classic Cars,141,S18_1129,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,013538910d8d
452,10161,28,100.0,12,2800.0,2003-10-17,Shipped,4,10,2003,Classic Cars,141,S18_1129,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium,0a0962f3ed78
453,10171,35,100.0,2,3500.0,2003-11-05,Shipped,4,11,2003,Classic Cars,141,S18_1129,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,,Fresnisre,Jean,Medium,369bc18683bb
454,10181,44,100.0,6,4400.0,2003-11-12,Shipped,4,11,2003,Classic Cars,141,S18_1129,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,c726fb8f224e
455,10192,22,100.0,11,2200.0,2003-11-20,Shipped,4,11,2003,Classic Cars,141,S18_1129,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,Medium,9ca6ba7fedb8
456,10204,42,100.0,17,4200.0,2003-12-02,Shipped,4,12,2003,Classic Cars,141,S18_1129,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Medium,064f539b2b23
457,10212,29,100.0,10,2900.0,2004-01-16,Shipped,1,1,2004,Classic Cars,141,S18_1129,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,eaac345d6fb5
458,10225,32,100.0,1,3200.0,2004-02-22,Shipped,1,2,2004,Classic Cars,141,S18_1129,0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,d0699b41979b
459,10240,41,100.0,3,4100.0,2004-04-13,Shipped,2,4,2004,Classic Cars,141,S18_1129,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Medium,a41a6e100849
460,10253,26,100.0,5,2600.0,2004-06-01,Cancelled,2,6,2004,Classic Cars,141,S18_1129,(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,fdd03fb3d341
461,10266,21,100.0,6,2100.0,2004-07-06,Shipped,3,7,2004,Classic Cars,141,S18_1129,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small,226fafcd3e73
462,10278,34,100.0,6,3400.0,2004-08-06,Shipped,3,8,2004,Classic Cars,141,S18_1129,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue,Medium,ec4d37a6663d
463,10287,41,100.0,4,4100.0,2004-08-30,Shipped,3,8,2004,Classic Cars,141,S18_1129,0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,d0699b41979b
464,10301,37,100.0,8,3700.0,2003-10-05,Shipped,4,10,2003,Classic Cars,141,S18_1129,+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Medium,891cb339cb1f
465,10310,37,100.0,2,3700.0,2004-10-16,Shipped,4,10,2004,Classic Cars,141,S18_1129,0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,7bf40e60418e
466,10321,41,100.0,10,4100.0,2004-11-04,Shipped,4,11,2004,Classic Cars,141,S18_1129,5085552555,1785 First Street,,New Bedford,MA,50553,USA,,Benitez,Violeta,Medium,3a34ce371180
467,10331,46,100.0,6,4600.0,2004-11-17,Shipped,4,11,2004,Classic Cars,141,S18_1129,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,,Hernandez,Rosa,Medium,08ccfa59eda2
468,10342,40,100.0,2,4000.0,2004-11-24,Shipped,4,11,2004,Classic Cars,141,S18_1129,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,28c8fbc86931
469,10356,43,97.6,8,4196.8,2004-12-09,Shipped,4,12,2004,Classic Cars,141,S18_1129,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Medium,6d18514c77d8
470,10365,30,87.06,1,2611.8,2005-01-07,Shipped,1,1,2005,Classic Cars,141,S18_1129,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,Small,abee7ce4499c
471,10377,35,100.0,2,3500.0,2005-02-09,Shipped,1,2,2005,Classic Cars,141,S18_1129,90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium,959e6812d3b0
472,10390,36,93.77,14,3375.72,2005-03-04,Shipped,1,3,2005,Classic Cars,141,S18_1129,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,82d8fc9ff379
473,10406,61,100.0,3,6100.0,2005-04-15,Disputed,2,4,2005,Classic Cars,141,S18_1129,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Large,dbb2ced232e4
474,10419,38,100.0,5,3800.0,2005-05-17,Shipped,2,5,2005,Classic Cars,141,S18_1129,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium,f2b0b9a792ab
475,10102,39,100.0,2,3900.0,2003-01-10,Shipped,1,1,2003,Vintage Cars,102,S18_1342,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,,Frick,Michael,Medium,3bcaa70b06b7
476,10111,33,99.66,6,3288.7799999999997,2003-03-25,Shipped,1,3,2003,Vintage Cars,102,S18_1342,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,,Murphy,Julie,Medium,22893cb50b27
477,10125,32,100.0,1,3200.0,2003-05-21,Shipped,2,5,2003,Vintage Cars,102,S18_1342,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,28c8fbc86931
478,10139,31,100.0,7,3100.0,2003-07-16,Shipped,3,7,2003,Vintage Cars,102,S18_1342,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,e537ccda51bc
479,10149,50,100.0,4,5000.0,2003-09-12,Shipped,3,9,2003,Vintage Cars,102,S18_1342,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,,Taylor,Sue,Medium,6061470bddd8
480,10162,48,91.44,2,4389.12,2003-10-18,Shipped,4,10,2003,Vintage Cars,102,S18_1342,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,Medium,70b9841f5801
481,10173,43,100.0,6,4300.0,2003-11-05,Shipped,4,11,2003,Vintage Cars,102,S18_1342,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium,4eb3d8304916
482,10182,25,87.33,3,2183.25,2003-11-12,Shipped,4,11,2003,Vintage Cars,102,S18_1342,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small,82d8fc9ff379
483,10193,28,100.0,7,2800.0,2003-11-21,Shipped,4,11,2003,Vintage Cars,102,S18_1342,61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium,0c5bea48007d
484,10205,36,100.0,2,3600.0,2003-12-03,Shipped,4,12,2003,Vintage Cars,102,S18_1342,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,eaac345d6fb5
485,10215,27,89.38,10,2413.2599999999998,2004-01-29,Shipped,1,1,2004,Vintage Cars,102,S18_1342,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,,Thompson,Steve,Small,6d69106a7943
